"rep","n","method","R2","RMSE"
27,1000,"lasso",0.524842004585926,3.00336121912663
28,10,"lasso",-1.30671785276728,5.15733938346724
28,20,"lasso",-2.38402903729979,4.40983520046255
28,50,"lasso",-0.00229252185960505,5.5101264946459
28,100,"lasso",-0.21345857238887,4.56593877986664
28,250,"lasso",0.131567834194932,3.79392769926528
28,500,"lasso",0.32151712631975,3.41955762795207
28,1000,"lasso",0.48110248043756,2.9315060149448
29,10,"lasso",-0.7050953883959,3.94588230648535
29,20,"lasso",-2.23048240495827,4.02938609190847
29,50,"lasso",-0.0503724763211699,5.57597923427614
29,100,"lasso",0.085142148874418,4.42245582948791
29,250,"lasso",0.0480419291496975,4.59145628345682
29,500,"lasso",0.447427352185813,3.33634587692636
29,1000,"lasso",0.610979912466215,2.83169600322961
30,10,"lasso",-5.01057550505732,9.14157874420888
30,20,"lasso",-4.49106778995846,4.52920511686035
30,50,"lasso",-0.0860359325503657,4.63859104993421
30,100,"lasso",-0.238724849504322,4.45860344781145
30,250,"lasso",0.00439520623041523,4.2648338998914
30,500,"lasso",0.233356069096029,3.61224062523898
30,1000,"lasso",0.569520209636379,2.8214471370693
31,10,"lasso",-0.00360817349081688,1.38272675904023
31,20,"lasso",-0.150782224876885,7.42993696184514
31,50,"lasso",-0.0520113717612438,4.22745848068826
31,100,"lasso",-0.102473047924149,5.51493236483655
31,250,"lasso",0.275474593253805,3.292490448219
31,500,"lasso",0.275962804434129,3.57555613613157
31,1000,"lasso",0.598821152155455,2.85911341873719
32,10,"lasso",-15.2193257812318,9.00008121280255
32,20,"lasso",-2.92516120735089,7.42008883609424
32,50,"lasso",0.162899638110613,4.42956506426454
32,100,"lasso",0.0447742655479648,4.86468348333048
32,250,"lasso",0.236484538844533,4.05285732979589
32,500,"lasso",0.264923051696716,3.83575656106543
32,1000,"lasso",0.552505085542291,2.83047409564237
33,10,"lasso",-1.18738368995415,2.06664253869945
33,20,"lasso",-1.80681386858968,3.6669833070177
33,50,"lasso",-0.235538008116016,3.74498821708744
33,100,"lasso",-0.335647300948751,4.39456107405463
33,250,"lasso",0.123303776512654,4.25564574168301
33,500,"lasso",0.442926602239806,3.10797195194411
33,1000,"lasso",0.561265180065283,2.85925690619152
34,10,"lasso",-50.8016403943123,1.29749390737724
34,20,"lasso",-0.414437721510038,3.60424360595819
34,50,"lasso",-0.13652345872664,4.92824121959321
34,100,"lasso",-0.0196836987077562,4.3143447569613
34,250,"lasso",0.196291800043921,4.21810939337084
34,500,"lasso",0.216323414670135,3.50032913775315
34,1000,"lasso",0.501918002069608,2.77323600743525
35,10,"lasso",-74.4187633118408,0.282461831878649
35,20,"lasso",-1.04509872269555,3.2379105582757
35,50,"lasso",-1.16719824274259,3.73026846135522
35,100,"lasso",0.194755229451149,4.38641249708979
35,250,"lasso",0.231305260081821,3.41140843397898
35,500,"lasso",0.333213405886543,3.55933325051219
35,1000,"lasso",0.509006959085816,3.31452297227479
36,10,"lasso",-0.761945669367487,2.29576435452758
36,20,"lasso",-0.170843492006177,1.95317038882169
36,50,"lasso",-0.0584933648470183,2.35978398325628
36,100,"lasso",-0.0678980181578319,3.87202109771239
36,250,"lasso",0.348002722836045,3.70748997193181
36,500,"lasso",0.259130952505312,3.64602885298513
36,1000,"lasso",0.569683871284702,2.94672507737404
37,10,"lasso",-10105.6307387593,2.37219077265917
37,20,"lasso",-0.0150838297101792,4.81138164088436
37,50,"lasso",-0.0201352431227386,5.27956227089058
37,100,"lasso",-0.19684920187325,4.8366428331802
37,250,"lasso",0.156908573526286,3.79790972412304
37,500,"lasso",0.30580320022505,3.62860850637727
37,1000,"lasso",0.447962362499007,3.20630255568182
38,10,"lasso",-9.4001124315614,1.6257321955609
38,20,"lasso",-0.0258399789648975,3.61703231911581
38,50,"lasso",-9.99940055002035e-06,5.76283084824796
38,100,"lasso",-0.0989092292653917,4.08852959180113
38,250,"lasso",0.137634491281427,3.98322853594283
38,500,"lasso",0.353758630473017,3.49958812159259
38,1000,"lasso",0.497960988415285,3.08563852238634
39,10,"lasso",-35.0135416175723,7.94277631254364
39,20,"lasso",-2.85091614643369,4.35384768125219
39,50,"lasso",-0.381295125412321,4.94313841852739
39,100,"lasso",-0.0020484340281488,4.19081170637255
39,250,"lasso",0.042684128213474,4.22723443461899
39,500,"lasso",0.294006820049532,4.04981712021783
39,1000,"lasso",0.56338654854253,3.10806341710747
40,10,"lasso",-0.239169294307588,3.89708030077122
40,20,"lasso",-0.146339585718691,4.15218686268734
40,50,"lasso",0.0326428313865461,6.77090096922081
40,100,"lasso",0.0297370934130893,5.39963134960172
40,250,"lasso",0.285109946252963,4.31147692542031
40,500,"lasso",0.305780506528198,3.79767402024481
40,1000,"lasso",0.543928621719673,3.13305640271484
41,10,"lasso",-1013.71889995142,4.7331939158995
41,20,"lasso",-8.53561690243259,3.32617684546822
41,50,"lasso",-5.17045479497824e-06,3.25607821420694
41,100,"lasso",-0.511951287103931,4.98232118876917
41,250,"lasso",-0.000876758911532827,5.03657277502535
41,500,"lasso",0.271027440755702,3.62849679846468
41,1000,"lasso",0.586081826699929,2.68999175618462
42,10,"lasso",-658.898659878723,6.78295112109527
42,20,"lasso",-0.11815819019443,4.62215378738424
42,50,"lasso",-0.40558050373637,4.43355717071611
42,100,"lasso",0.103295197774042,4.43882500790888
42,250,"lasso",-0.133269671464746,4.34587032136045
42,500,"lasso",0.349438615513887,3.61577888716337
42,1000,"lasso",0.499275832424582,3.14098017303275
43,10,"lasso",-0.0132430627503586,2.50214709008742
43,20,"lasso",-1.50894011776935,5.06155712395898
43,50,"lasso",0.161531568629045,3.01015378213396
