"rep","n","method","R2","RMSE"
1,10,"ridge",-415.777191767727,4.32355340187727
1,20,"ridge",-2.36500761523846,4.18303726506355
1,50,"ridge",-0.244501797043442,3.54830759418502
1,100,"ridge",-0.109333792438,4.44219412357609
1,250,"ridge",0.134816584234595,3.50645496152789
1,500,"ridge",0.370142284310659,3.66254294706376
1,1000,"ridge",0.374554806140914,3.25855782820418
2,10,"ridge",-7.91856245185351,1.39853187183125
2,20,"ridge",0.0474537546690508,6.08582428437153
2,50,"ridge",-0.033853031718905,2.53767829622604
2,100,"ridge",0.0409111839322043,3.59546563067066
2,250,"ridge",0.161170239194478,3.45358965260357
2,500,"ridge",0.209734492741353,3.28161828799495
2,1000,"ridge",0.327046873578182,3.39031230162795
3,10,"ridge",-40.853342388143,2.0879145325816
3,20,"ridge",-1.03413809513846,4.653936053669
3,50,"ridge",-0.188296933858869,3.14928888788687
3,100,"ridge",-0.0140549435649582,4.56786593651635
3,250,"ridge",0.221281328140058,4.54408365486549
3,500,"ridge",0.299980274822171,3.48320552106504
3,1000,"ridge",0.378446443762212,3.64298720905077
4,10,"ridge",-7.933309797849,5.30032496971042
4,20,"ridge",-1.72695212379134,4.37648878306473
4,50,"ridge",-0.316840176081696,3.27336502975013
4,100,"ridge",-0.040888153256009,3.32819553220757
4,250,"ridge",0.131626472259577,4.30571966526266
4,500,"ridge",0.394571797315697,3.54442919955997
4,1000,"ridge",0.326679399967401,3.31679918981453
5,10,"ridge",-1.88804101287298,5.64470432429672
5,20,"ridge",-1.66211182044734,2.98936026916515
5,50,"ridge",-0.882059008645008,6.27174556534378
5,100,"ridge",0.0348560693212463,3.67227776245956
5,250,"ridge",0.108193554455043,4.0279916532967
5,500,"ridge",0.390291307963081,3.5288007867775
5,1000,"ridge",0.395778018454352,3.30197980755163
6,10,"ridge",-0.604690776346145,2.94894685499292
6,20,"ridge",-1.24562804873183,2.55587997414332
6,50,"ridge",-0.183477768745177,3.08873704542556
6,100,"ridge",0.0158850062992528,3.81738403158745
6,250,"ridge",0.409074872905486,3.77497443613317
6,500,"ridge",0.304588955618672,3.67551650014735
6,1000,"ridge",0.449702473461174,3.35489982552541
7,10,"ridge",-1.43694231161445,6.705784478664
7,20,"ridge",-2.02147606623166,2.69951176097085
7,50,"ridge",-0.157244295726203,3.76548148381768
7,100,"ridge",0.225250102208683,4.09351797020662
7,250,"ridge",0.0892810584795484,3.7943188289287
7,500,"ridge",0.23185092981937,3.82955586363789
7,1000,"ridge",0.450965685611041,3.19368047983612
8,10,"ridge",-5.66661987688382,4.79815107057165
8,20,"ridge",-0.432427937098669,6.03173757831316
8,50,"ridge",-0.402930519994624,4.55543493172183
8,100,"ridge",0.128239432825583,3.76809116352496
8,250,"ridge",0.145226050953907,4.0855119575177
8,500,"ridge",0.249681317133705,3.60027244711921
8,1000,"ridge",0.3538074407729,3.47120625572157
9,10,"ridge",-2.35301221071601,10.2613356917411
9,20,"ridge",-0.209404896397855,8.34692756608685
9,50,"ridge",-0.351080946525326,5.268227414663
9,100,"ridge",0.0544484996183198,5.51496480109914
9,250,"ridge",0.279122410083184,3.89913690586155
9,500,"ridge",0.304421631820019,3.5850118872267
9,1000,"ridge",0.38021480345085,3.38427149942203
10,10,"ridge",-3.20292448858898,2.47206338139314
10,20,"ridge",-0.0383864823554367,6.56563999244419
10,50,"ridge",-0.0496844299506736,4.58710119957762
10,100,"ridge",-0.0282728016518585,3.80298053079741
10,250,"ridge",0.0318272128007923,4.62918651812601
10,500,"ridge",0.395330946077517,3.70759491385184
10,1000,"ridge",0.340417492792156,3.23983617729814
11,10,"ridge",-0.389572974577203,3.02048392030762
11,20,"ridge",-0.146769464381626,2.87194336113273
11,50,"ridge",0.01419022300712,5.17667687291238
11,100,"ridge",0.339203810539553,3.79536291485221
11,250,"ridge",0.120480766816595,3.80087445036802
11,500,"ridge",0.273667155224597,3.63894955384058
11,1000,"ridge",0.344058683564445,3.79153813243427
12,10,"ridge",-2.19025679871293,2.94042172767026
12,20,"ridge",-0.973043653069413,2.13418324927132
12,50,"ridge",0.0746371432204087,3.48616064170605
12,100,"ridge",0.074854626284548,4.58567294862982
12,250,"ridge",0.399528046184761,3.44059883272225
12,500,"ridge",0.322710729027831,3.76920651402608
12,1000,"ridge",0.412018205959791,3.32583116069004
13,10,"ridge",-0.171377937681783,4.20175907858726
13,20,"ridge",-0.00541819454692249,2.89226312882302
13,50,"ridge",0.0973001778762674,3.00987739460291
13,100,"ridge",0.160502827102912,3.91569632266106
13,250,"ridge",0.223435041866301,4.11457804801687
13,500,"ridge",0.360399791583495,4.10399886323522
13,1000,"ridge",0.449381006323476,3.61187717698952
14,10,"ridge",-22.5019598360326,5.09407281128139
14,20,"ridge",-0.586315017656865,3.36907235249068
14,50,"ridge",-0.0159444566650164,5.28886848898368
14,100,"ridge",-0.0779543138434347,4.34517214636988
14,250,"ridge",0.230527951795698,3.9277027087952
14,500,"ridge",0.238891863327566,3.82083761347665
14,1000,"ridge",0.405574076356241,3.15975180862311
15,10,"ridge",-27.2983655586822,4.73242546818827
15,20,"ridge",0.279123692874671,1.17583582504832
15,50,"ridge",-0.014347539929032,4.54694820167248
15,100,"ridge",-0.0794845360797067,4.86831780302486
15,250,"ridge",0.0611425465884659,3.97169364804008
15,500,"ridge",0.303016375727018,3.62764191961724
15,1000,"ridge",0.405892775992914,3.47566313919801
16,10,"ridge",-0.0584850778351838,3.99565422010524
16,20,"ridge",0.0467927247457044,4.21049478100164
16,50,"ridge",0.124784627345728,2.71026967337114
16,100,"ridge",0.165053897712234,4.00507112596896
16,250,"ridge",0.208592508344968,3.75608255845225
16,500,"ridge",0.362188536196029,3.30730372821065
16,1000,"ridge",0.393122717539197,3.25914840231999
17,10,"ridge",-22.1694460686161,1.63953882993269
17,20,"ridge",-1.62086998785291,5.99943474689623
17,50,"ridge",-0.276624075446464,5.22833608452714
17,100,"ridge",0.105257539996421,4.25257495018284
17,250,"ridge",0.226972884277275,3.76900212694798
17,500,"ridge",0.317918819950793,3.86783899322096
